Council,Financial,Date,Value ($000)
Waipa District,33 Purchase of Other investments,2013,6096
Waipa District,34 Net Investing Cash Flows,2013,-22617
Waipa District,35 Cash Receipts from Financing Activities,2013,2000
Waipa District,36 Cash Outgoings from Financing Activities,2013,4973
Waipa District,37 Net Financing Cash Flows,2013,-2973
Waipa District,26 Operating Receipts,2014,59870
Waipa District,27 Operating Payments,2014,35228
Waipa District,28 Net Operating Cash Flows,2014,24642
Waipa District,29 Receipts from Investing Activities,2014,0
Waipa District,30 Purchase of Property Plant & Equipment,2014,18602
Waipa District,31 Fixed asset purchases,2014,0
Waipa District,32 Renewals,2014,0
Waipa District,33 Purchase of Other investments,2014,-3593
Waipa District,34 Net Investing Cash Flows,2014,5009
Waipa District,35 Cash Receipts from Financing Activities,2014,0
Waipa District,36 Cash Outgoings from Financing Activities,2014,9342
Waipa District,37 Net Financing Cash Flows,2014,-9342
Waipa District,26 Operating Receipts,2015,61189
Waipa District,27 Operating Payments,2015,35020
Waipa District,28 Net Operating Cash Flows,2015,26169
Waipa District,29 Receipts from Investing Activities,2015,0
Waipa District,30 Purchase of Property Plant & Equipment,2015,17984
Waipa District,31 Fixed asset purchases,2015,0
Waipa District,32 Renewals,2015,0
Waipa District,33 Purchase of Other investments,2015,1753
Waipa District,34 Net Investing Cash Flows,2015,9737
Waipa District,35 Cash Receipts from Financing Activities,2015,0
Waipa District,36 Cash Outgoings from Financing Activities,2015,6300
Waipa District,37 Net Financing Cash Flows,2015,-6300
Waipa District,26 Operating Receipts,2016,61684
Waipa District,27 Operating Payments,2016,35256
Waipa District,28 Net Operating Cash Flows,2016,26428
Waipa District,29 Receipts from Investing Activities,2016,0
Waipa District,30 Purchase of Property Plant & Equipment,2016,17401
Waipa District,31 Fixed asset purchases,2016,0
Waipa District,32 Renewals,2016,0
Waipa District,33 Purchase of Other investments,2016,2127
Waipa District,34 Net Investing Cash Flows,2016,9528
Waipa District,35 Cash Receipts from Financing Activities,2016,0
Waipa District,36 Cash Outgoings from Financing Activities,2016,7400
Waipa District,37 Net Financing Cash Flows,2016,-7400
Wairoa District,26 Operating Receipts,2007,15957
Wairoa District,27 Operating Payments,2007,12491
Wairoa District,28 Net Operating Cash Flows,2007,3466
Wairoa District,29 Receipts from Investing Activities,2007,2294
Wairoa District,30 Purchase of Property Plant & Equipment,2007,4169
Wairoa District,31 Fixed asset purchases,2007,37
Wairoa District,32 Renewals,2007,2189
Wairoa District,33 Purchase of Other investments,2007,2226
Wairoa District,34 Net Investing Cash Flows,2007,-4101
Wairoa District,35 Cash Receipts from Financing Activities,2007,990
Wairoa District,36 Cash Outgoings from Financing Activities,2007,270
Wairoa District,37 Net Financing Cash Flows,2007,720
Wairoa District,26 Operating Receipts,2008,16666
Wairoa District,27 Operating Payments,2008,12804
Wairoa District,28 Net Operating Cash Flows,2008,3862
Wairoa District,29 Receipts from Investing Activities,2008,3443
Wairoa District,30 Purchase of Property Plant & Equipment,2008,3946
Wairoa District,31 Fixed asset purchases,2008,43
Wairoa District,32 Renewals,2008,3366
Wairoa District,33 Purchase of Other investments,2008,3409
Wairoa District,34 Net Investing Cash Flows,2008,-3912
Wairoa District,35 Cash Receipts from Financing Activities,2008,661
Wairoa District,36 Cash Outgoings from Financing Activities,2008,315
Wairoa District,37 Net Financing Cash Flows,2008,346
Wairoa District,26 Operating Receipts,2009,21334
Wairoa District,27 Operating Payments,2009,13420
Wairoa District,28 Net Operating Cash Flows,2009,7914
Wairoa District,29 Receipts from Investing Activities,2009,1808
Wairoa District,30 Purchase of Property Plant & Equipment,2009,12241
Wairoa District,31 Fixed asset purchases,2009,161
Wairoa District,32 Renewals,2009,2796
Wairoa District,33 Purchase of Other investments,2009,2957
Wairoa District,34 Net Investing Cash Flows,2009,3390
Wairoa District,35 Cash Receipts from Financing Activities,2009,5816
Wairoa District,36 Cash Outgoings from Financing Activities,2009,350
Wairoa District,37 Net Financing Cash Flows,2009,5466
Wairoa District,26 Operating Receipts,2010,17819
Wairoa District,27 Operating Payments,2010,13639
Wairoa District,28 Net Operating Cash Flows,2010,4180
Wairoa District,29 Receipts from Investing Activities,2010,1854
Wairoa District,30 Purchase of Property Plant & Equipment,2010,3542
Wairoa District,31 Fixed asset purchases,2010,165
Wairoa District,32 Renewals,2010,2466
Wairoa District,33 Purchase of Other investments,2010,2631
Wairoa District,34 Net Investing Cash Flows,2010,-4319
Wairoa District,35 Cash Receipts from Financing Activities,2010,526
Wairoa District,36 Cash Outgoings from Financing Activities,2010,270
Wairoa District,37 Net Financing Cash Flows,2010,256
Wairoa District,26 Operating Receipts,2011,18384
Wairoa District,27 Operating Payments,2011,14113
Wairoa District,28 Net Operating Cash Flows,2011,4271
Wairoa District,29 Receipts from Investing Activities,2011,1605
Wairoa District,30 Purchase of Property Plant & Equipment,2011,3146
Wairoa District,31 Fixed asset purchases,2011,180
Wairoa District,32 Renewals,2011,2429
Wairoa District,33 Purchase of Other investments,2011,2609
Wairoa District,34 Net Investing Cash Flows,2011,-4150
Wairoa District,35 Cash Receipts from Financing Activities,2011,313
Wairoa District,36 Cash Outgoings from Financing Activities,2011,270
Wairoa District,37 Net Financing Cash Flows,2011,43
Wairoa District,26 Operating Receipts,2012,18939
Wairoa District,27 Operating Payments,2012,14358
Wairoa District,28 Net Operating Cash Flows,2012,4581
Wairoa District,29 Receipts from Investing Activities,2012,1801
Wairoa District,30 Purchase of Property Plant & Equipment,2012,3386
Wairoa District,31 Fixed asset purchases,2012,196
Wairoa District,32 Renewals,2012,2707
Wairoa District,33 Purchase of Other investments,2012,2903
Wairoa District,34 Net Investing Cash Flows,2012,-4488
Wairoa District,35 Cash Receipts from Financing Activities,2012,307
Wairoa District,36 Cash Outgoings from Financing Activities,2012,250
Wairoa District,37 Net Financing Cash Flows,2012,57
Wairoa District,26 Operating Receipts,2013,19375
Wairoa District,27 Operating Payments,2013,14682
Wairoa District,28 Net Operating Cash Flows,2013,4693
Wairoa District,29 Receipts from Investing Activities,2013,2181
Wairoa District,30 Purchase of Property Plant & Equipment,2013,3938
Wairoa District,31 Fixed asset purchases,2013,215
Wairoa District,32 Renewals,2013,2808
Wairoa District,33 Purchase of Other investments,2013,3023
Wairoa District,34 Net Investing Cash Flows,2013,-4780
Wairoa District,35 Cash Receipts from Financing Activities,2013,394
Wairoa District,36 Cash Outgoings from Financing Activities,2013,220
Wairoa District,37 Net Financing Cash Flows,2013,174
Wairoa District,26 Operating Receipts,2014,19778
Wairoa District,27 Operating Payments,2014,14951
Wairoa District,28 Net Operating Cash Flows,2014,4827
Wairoa District,29 Receipts from Investing Activities,2014,1581
Wairoa District,30 Purchase of Property Plant & Equipment,2014,3848
Wairoa District,31 Fixed asset purchases,2014,253
Wairoa District,32 Renewals,2014,2795
Wairoa District,33 Purchase of Other investments,2014,3048
Wairoa District,34 Net Investing Cash Flows,2014,-5315
Wairoa District,35 Cash Receipts from Financing Activities,2014,907
Wairoa District,36 Cash Outgoings from Financing Activities,2014,195
Wairoa District,37 Net Financing Cash Flows,2014,712
Wairoa District,26 Operating Receipts,2015,20199
Wairoa District,27 Operating Payments,2015,15244
Wairoa District,28 Net Operating Cash Flows,2015,4955
Wairoa District,29 Receipts from Investing Activities,2015,1636
Wairoa District,30 Purchase of Property Plant & Equipment,2015,3371
Wairoa District,31 Fixed asset purchases,2015,263
Wairoa District,32 Renewals,2015,2825
Wairoa District,33 Purchase of Other investments,2015,3088
Wairoa District,34 Net Investing Cash Flows,2015,-4823
Wairoa District,35 Cash Receipts from Financing Activities,2015,272
Wairoa District,36 Cash Outgoings from Financing Activities,2015,185
Wairoa District,37 Net Financing Cash Flows,2015,87
Wairoa District,26 Operating Receipts,2016,20522
Wairoa District,27 Operating Payments,2016,15436
Wairoa District,28 Net Operating Cash Flows,2016,5086
Wairoa District,29 Receipts from Investing Activities,2016,1743
Wairoa District,30 Purchase of Property Plant & Equipment,2016,3432
Wairoa District,31 Fixed asset purchases,2016,274
Wairoa District,32 Renewals,2016,2936
Wairoa District,33 Purchase of Other investments,2016,3210
Wairoa District,34 Net Investing Cash Flows,2016,-4899
Wairoa District,35 Cash Receipts from Financing Activities,2016,255
Wairoa District,36 Cash Outgoings from Financing Activities,2016,175
Wairoa District,37 Net Financing Cash Flows,2016,80
Waitakere City,26 Operating Receipts,2007,232216
Waitakere City,27 Operating Payments,2007,165538
Waitakere City,28 Net Operating Cash Flows,2007,66678
Waitakere City,29 Receipts from Investing Activities,2007,3147
Waitakere City,30 Purchase of Property Plant & Equipment,2007,200525
Waitakere City,31 Fixed asset purchases,2007,0
Waitakere City,32 Renewals,2007,0
Waitakere City,33 Purchase of Other investments,2007,0
Waitakere City,34 Net Investing Cash Flows,2007,97378
Waitakere City,35 Cash Receipts from Financing Activities,2007,156163
Waitakere City,36 Cash Outgoings from Financing Activities,2007,31031
Waitakere City,37 Net Financing Cash Flows,2007,125132
Waitakere City,26 Operating Receipts,2008,237130
Waitakere City,27 Operating Payments,2008,173969
Waitakere City,28 Net Operating Cash Flows,2008,63161
Waitakere City,29 Receipts from Investing Activities,2008,0
Waitakere City,30 Purchase of Property Plant & Equipment,2008,151788
Waitakere City,31 Fixed asset purchases,2008,0
Waitakere City,32 Renewals,2008,0
Waitakere City,33 Purchase of Other investments,2008,0
Waitakere City,34 Net Investing Cash Flows,2008,51788
Waitakere City,35 Cash Receipts from Financing Activities,2008,88826
Waitakere City,36 Cash Outgoings from Financing Activities,2008,0
Waitakere City,37 Net Financing Cash Flows,2008,88826
Waitakere City,26 Operating Receipts,2009,249945
Waitakere City,27 Operating Payments,2009,185194
Waitakere City,28 Net Operating Cash Flows,2009,64751
Waitakere City,29 Receipts from Investing Activities,2009,0
Waitakere City,30 Purchase of Property Plant & Equipment,2009,150735
Waitakere City,31 Fixed asset purchases,2009,0
Waitakere City,32 Renewals,2009,0
Waitakere City,33 Purchase of Other investments,2009,0
Waitakere City,34 Net Investing Cash Flows,2009,50735
Waitakere City,35 Cash Receipts from Financing Activities,2009,91295
Waitakere City,36 Cash Outgoings from Financing Activities,2009,5000
Waitakere City,37 Net Financing Cash Flows,2009,86295
Waitakere City,26 Operating Receipts,2010,269927
Waitakere City,27 Operating Payments,2010,195916
Waitakere City,28 Net Operating Cash Flows,2010,74011
Waitakere City,29 Receipts from Investing Activities,2010,0
Waitakere City,30 Purchase of Property Plant & Equipment,2010,140076
Waitakere City,31 Fixed asset purchases,2010,0
Waitakere City,32 Renewals,2010,0
Waitakere City,33 Purchase of Other investments,2010,0
Waitakere City,34 Net Investing Cash Flows,2010,40076
Waitakere City,35 Cash Receipts from Financing Activities,2010,102474
Waitakere City,36 Cash Outgoings from Financing Activities,2010,36083
Waitakere City,37 Net Financing Cash Flows,2010,66391
Waitakere City,26 Operating Receipts,2011,280598
Waitakere City,27 Operating Payments,2011,206149
Waitakere City,28 Net Operating Cash Flows,2011,74449
Waitakere City,29 Receipts from Investing Activities,2011,0
Waitakere City,30 Purchase of Property Plant & Equipment,2011,134080
Waitakere City,31 Fixed asset purchases,2011,0
Waitakere City,32 Renewals,2011,0
Waitakere City,33 Purchase of Other investments,2011,0
Waitakere City,34 Net Investing Cash Flows,2011,34080
Waitakere City,35 Cash Receipts from Financing Activities,2011,121628
Waitakere City,36 Cash Outgoings from Financing Activities,2011,61597
Waitakere City,37 Net Financing Cash Flows,2011,60031
Waitakere City,26 Operating Receipts,2012,300060
Waitakere City,27 Operating Payments,2012,216570
Waitakere City,28 Net Operating Cash Flows,2012,83490
Waitakere City,29 Receipts from Investing Activities,2012,0
Waitakere City,30 Purchase of Property Plant & Equipment,2012,128887
Waitakere City,31 Fixed asset purchases,2012,0
Waitakere City,32 Renewals,2012,0
Waitakere City,33 Purchase of Other investments,2012,0
Waitakere City,34 Net Investing Cash Flows,2012,28887
Waitakere City,35 Cash Receipts from Financing Activities,2012,92539
Waitakere City,36 Cash Outgoings from Financing Activities,2012,46602
Waitakere City,37 Net Financing Cash Flows,2012,45937
Waitakere City,26 Operating Receipts,2013,311654
Waitakere City,27 Operating Payments,2013,226410
Waitakere City,28 Net Operating Cash Flows,2013,85244
Waitakere City,29 Receipts from Investing Activities,2013,0
Waitakere City,30 Purchase of Property Plant & Equipment,2013,118590
Waitakere City,31 Fixed asset purchases,2013,0
Waitakere City,32 Renewals,2013,0
Waitakere City,33 Purchase of Other investments,2013,0
Waitakere City,34 Net Investing Cash Flows,2013,18590
Waitakere City,35 Cash Receipts from Financing Activities,2013,60660
Waitakere City,36 Cash Outgoings from Financing Activities,2013,26650
Waitakere City,37 Net Financing Cash Flows,2013,34010
Waitakere City,26 Operating Receipts,2014,333484
Waitakere City,27 Operating Payments,2014,237270
Waitakere City,28 Net Operating Cash Flows,2014,96214
Waitakere City,29 Receipts from Investing Activities,2014,0
